monthly_wage_gross,monthly_wage_net,x2,x1,x3,hh_size,weight,age,lfs_working,lfs_unemployed,y,netwage,part,x0,y0,w
3898,3011,0,18,0,2,8999.2402,59,1,0,3898,3011,TRUE,1,0,1
4800,2800,1,11.5,1,2,1533.0699,51,1,0,4800,2800,TRUE,1,0,1
2100,1400,0,11.5,1,5,7179.1602,53,1,0,2100,1400,TRUE,1,0,1
540,412,1,10.5,0,2,665.98999,58,1,0,540,412,TRUE,1,0,1
4860,2800,0,16,1,1,4892.4102,64,1,0,4860,2800,TRUE,1,0,1
2340,1620,0,17,1,1,3192.8701,62,1,0,2340,1620,TRUE,1,0,1
2400,1450,1,11.5,0,3,818.28998,49,1,0,2400,1450,TRUE,1,0,1
NA,NA,1,12,0,3,3745.3899,63,0,0,0,0,FALSE,1,0,1
1158,800,0,10,1,3,6051.0698,23,1,0,1158,800,TRUE,1,0,1
2600,1100,1,11.5,0,3,1019.99,42,1,0,2600,1100,TRUE,1,0,1
3700,2600,0,11.5,0,4,8787.5498,47,1,0,3700,2600,TRUE,1,0,1
1200,800,1,11.5,0,4,4899.8999,34,1,0,1200,800,TRUE,1,0,1
3700,2500,1,18,0,2,2651.71,61,1,0,3700,2500,TRUE,1,0,1
NA,NA,1,12,0,2,381.28,62,0,0,0,0,FALSE,1,0,1
NA,NA,0,11,0,2,8468.9404,64,0,0,0,0,FALSE,1,0,1
1256,830,1,11.5,0,2,400.38,54,1,0,1256,830,TRUE,1,0,1
NA,NA,1,14,0,2,2603.47,64,0,0,0,0,FALSE,1,0,1
2100,1086,1,11.5,0,3,389.88,33,1,0,2100,1086,TRUE,1,0,1
3500,2480,0,11.5,0,2,2079.24,58,1,0,3500,2480,TRUE,1,0,1
3200,2200,0,10.5,0,3,4574.8701,58,1,0,3200,2200,TRUE,1,0,1
2366,1293,0,11.5,0,4,601.09003,50,1,0,2366,1293,TRUE,1,0,1
3100,1900,0,10.5,1,2,626.56,58,1,0,3100,1900,TRUE,1,0,1
2900,1950,1,12,1,2,795.78998,46,1,0,2900,1950,TRUE,1,0,1
NA,NA,1,18,1,3,574.72998,63,0,0,0,0,FALSE,1,0,1
NA,NA,0,11.5,1,3,1001.21,36,0,0,0,0,FALSE,1,0,1
NA,NA,1,10,1,1,0,21,0,0,0,0,FALSE,1,0,1
NA,NA,0,18,1,1,6356.3301,65,0,0,0,0,FALSE,1,0,1
400,385,1,10.5,0,2,7401.1201,61,1,0,400,385,TRUE,1,0,1
4250,2500,1,14.5,0,3,3600.73,53,1,0,4250,2500,TRUE,1,0,1
450,450,1,11.5,0,2,809.79999,59,1,0,450,450,TRUE,1,0,1
3600,1300,0,10.5,0,2,9845.29,46,1,0,3600,1300,TRUE,1,0,1
NA,NA,1,18,0,2,74.080002,54,0,0,0,0,FALSE,1,0,1
NA,NA,1,18,1,1,2455.8401,56,0,0,0,0,FALSE,1,0,1
4300,3980,0,10,0,4,7375.0898,52,1,0,4300,3980,TRUE,1,0,1
NA,NA,0,7,0,2,505.79001,54,0,0,0,0,FALSE,1,0,1
1700,1224,0,11.5,1,1,9509.4404,46,1,0,1700,1224,TRUE,1,0,1
2598,1967,1,11.5,1,1,211.52,54,1,0,2598,1967,TRUE,1,0,1
NA,NA,0,9,0,2,1026.23,63,0,0,0,0,FALSE,1,0,1
879,653,1,10.5,0,2,905.15997,63,1,0,879,653,TRUE,1,0,1
NA,NA,0,11.5,1,2,4559.8198,59,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,1,2,393.67999,47,0,0,0,0,FALSE,1,0,1
160,160,1,10.5,1,1,8523.25,43,1,0,160,160,TRUE,1,0,1
NA,NA,1,9,1,4,2351.3201,52,0,1,0,0,FALSE,1,0,1
4800,2600,0,12,0,2,4723.4102,51,1,0,4800,2600,TRUE,1,0,1
4200,3200,1,12,1,3,297.63,55,1,0,4200,3200,TRUE,1,0,1
NA,NA,0,9,1,2,4059.8401,65,0,0,0,0,FALSE,1,0,1
3780,2580,0,10.5,0,3,2240.05,63,1,0,3780,2580,TRUE,1,0,1
1600,1200,0,10,1,3,79.080002,53,1,0,1600,1200,TRUE,1,0,1
NA,NA,0,11,0,2,8830.8701,65,0,0,0,0,FALSE,1,0,1
NA,NA,1,11,0,2,7789.0601,62,0,0,0,0,FALSE,1,0,1
650,560,1,9,1,2,857.14001,62,1,0,650,560,TRUE,1,0,1
1460,922,1,9,0,5,61.48,44,1,0,1460,922,TRUE,1,0,1
3600,2400,0,11.5,0,2,1034.05,40,1,0,3600,2400,TRUE,1,0,1
3200,2050,1,12,1,2,5546.7998,28,1,0,3200,2050,TRUE,1,0,1
NA,NA,0,7,0,2,316.53,48,0,0,0,0,FALSE,1,0,1
300,300,1,11.5,0,2,2002.58,59,1,0,300,300,TRUE,1,0,1
3009,2410,1,15,1,2,1760.64,32,1,0,3009,2410,TRUE,1,0,1
4700,2700,1,14,1,1,6580.4199,47,1,0,4700,2700,TRUE,1,0,1
2566,1662,1,12,1,1,488.22,65,1,0,2566,1662,TRUE,1,0,1
3921,2325,0,18,1,1,4474.9199,36,1,0,3921,2325,TRUE,1,0,1
450,450,0,11.5,1,1,2043.3,63,1,0,450,450,TRUE,1,0,1
2200,1400,1,11.5,1,1,7100.8701,35,1,0,2200,1400,TRUE,1,0,1
NA,NA,1,10.5,1,2,6826.4102,63,0,0,0,0,FALSE,1,0,1
1250,835,1,10.5,0,4,272.14999,41,1,0,1250,835,TRUE,1,0,1
420,420,0,11,1,2,6000.5298,38,1,0,420,420,TRUE,1,0,1
1900,1400,0,9,0,2,1908.89,62,1,0,1900,1400,TRUE,1,0,1
735,514,1,9,0,2,1738.52,58,1,0,735,514,TRUE,1,0,1
NA,NA,0,9,1,1,2841.28,60,0,0,0,0,FALSE,1,0,1
950,760,1,11,1,3,298.95999,57,1,0,950,760,TRUE,1,0,1
2300,1500,0,10.5,0,2,948.56,57,1,0,2300,1500,TRUE,1,0,1
NA,NA,0,18,0,2,722.16998,62,0,0,0,0,FALSE,1,0,1
NA,NA,1,18,0,2,636.96997,62,0,0,0,0,FALSE,1,0,1
1950,1520,0,10.5,1,1,2735.1001,58,1,0,1950,1520,TRUE,1,0,1
2800,1750,1,15,0,2,1422.3101,40,1,0,2800,1750,TRUE,1,0,1
2700,1750,0,18,0,2,266.82001,57,1,0,2700,1750,TRUE,1,0,1
3900,2450,1,11.5,0,2,354.35001,57,1,0,3900,2450,TRUE,1,0,1
3300,2700,0,11,0,3,10387.52,52,1,0,3300,2700,TRUE,1,0,1
1650,1260,0,11,0,2,857.40997,58,1,0,1650,1260,TRUE,1,0,1
1650,1200,0,10.5,0,2,563.23999,51,1,0,1650,1200,TRUE,1,0,1
2500,1700,1,12,0,2,1220.54,63,1,0,2500,1700,TRUE,1,0,1
2950,1850,0,10.5,0,2,553.34003,59,1,0,2950,1850,TRUE,1,0,1
2900,1830,1,11,0,2,496.66,50,1,0,2900,1830,TRUE,1,0,1
2918,1908,0,10.5,0,2,827.12,60,1,0,2918,1908,TRUE,1,0,1
3400,2100,1,11.5,0,2,1352.48,58,1,0,3400,2100,TRUE,1,0,1
1035,779,1,11.5,0,3,872.54999,41,1,0,1035,779,TRUE,1,0,1
4200,2500,1,18,1,1,2313.46,39,1,0,4200,2500,TRUE,1,0,1
3195,2580,0,16,1,2,935.58002,37,1,0,3195,2580,TRUE,1,0,1
4200,3200,0,11.5,0,4,2137.5801,48,1,0,4200,3200,TRUE,1,0,1
NA,NA,0,16,1,1,1247.77,64,0,0,0,0,FALSE,1,0,1
NA,NA,1,10.5,0,2,1424.04,64,0,1,0,0,FALSE,1,0,1
NA,NA,0,10.5,0,2,1614.51,65,0,0,0,0,FALSE,1,0,1
800,550,1,10.5,0,2,894.76001,54,1,0,800,550,TRUE,1,0,1
652,410,1,10.5,0,2,537.87,50,1,0,652,410,TRUE,1,0,1
4100,2200,0,18,1,1,1196.53,52,1,0,4100,2200,TRUE,1,0,1
1786,1192,1,10.5,1,1,2662.6001,62,1,0,1786,1192,TRUE,1,0,1
2200,1600,0,10.5,1,1,12767.56,35,1,0,2200,1600,TRUE,1,0,1
NA,NA,0,10.5,1,2,1946.37,53,0,1,0,0,FALSE,1,0,1
3900,2700,1,11,1,1,6083.9302,57,1,0,3900,2700,TRUE,1,0,1
450,433,1,12,0,2,7835.2202,56,1,0,450,433,TRUE,1,0,1
NA,NA,0,11,0,2,438.57999,60,0,0,0,0,FALSE,1,0,1
1200,850,1,10.5,0,2,347.26999,62,1,0,1200,850,TRUE,1,0,1
2400,1300,1,12,0,2,3636.25,59,1,0,2400,1300,TRUE,1,0,1
1900,1100,1,10.5,0,2,2317.24,45,1,0,1900,1100,TRUE,1,0,1
NA,NA,1,13,1,1,6708.4102,58,0,0,0,0,FALSE,1,0,1
NA,NA,1,10.5,0,2,2274.05,63,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,1,200.50999,64,0,0,0,0,FALSE,1,0,1
3200,1700,0,13,1,2,377.22,26,1,0,3200,1700,TRUE,1,0,1
3200,2000,0,14.5,1,2,377.22,26,1,0,3200,2000,TRUE,1,0,1
2400,1300,1,12,0,2,2954.1499,60,1,0,2400,1300,TRUE,1,0,1
NA,NA,1,11,0,2,3065.6201,58,0,0,0,0,FALSE,1,0,1
2500,1400,1,11.5,0,4,3411.3201,40,1,0,2500,1400,TRUE,1,0,1
NA,NA,0,12,1,1,1638.54,61,0,0,0,0,FALSE,1,0,1
2400,1320,1,11,0,2,0,54,1,0,2400,1320,TRUE,1,0,1
450,450,1,10.5,0,3,3256.47,62,1,0,450,450,TRUE,1,0,1
4768,2775,0,11.5,1,3,7150.5601,34,1,0,4768,2775,TRUE,1,0,1
4198,2028,1,18,0,4,2685.3501,47,1,0,4198,2028,TRUE,1,0,1
3500,2100,0,16,1,2,688.84998,50,1,0,3500,2100,TRUE,1,0,1
2918,1860,0,18,0,2,5759.23,32,1,0,2918,1860,TRUE,1,0,1
3600,2400,1,11,1,1,3735.75,55,1,0,3600,2400,TRUE,1,0,1
645,450,1,11.5,0,3,359.73001,48,1,0,645,450,TRUE,1,0,1
450,450,1,12,0,4,8426.9805,40,1,0,450,450,TRUE,1,0,1
3400,2400,0,11,0,2,10060.7,56,1,0,3400,2400,TRUE,1,0,1
2283,1605,1,14.5,1,3,10215,29,1,0,2283,1605,TRUE,1,0,1
NA,NA,1,10.5,1,2,158.10001,62,0,1,0,0,FALSE,1,0,1
3410,2796,1,15,1,4,72.410004,49,1,0,3410,2796,TRUE,1,0,1
4000,2400,0,14,0,2,10121.22,54,1,0,4000,2400,TRUE,1,0,1
2100,1400,1,11.5,0,2,368.14999,40,1,0,2100,1400,TRUE,1,0,1
NA,NA,1,12,0,2,319.85001,64,0,0,0,0,FALSE,1,0,1
1400,800,1,11,0,4,149.09,43,1,0,1400,800,TRUE,1,0,1
4024,2895,0,12,0,4,1697.45,52,1,0,4024,2895,TRUE,1,0,1
1247,855,1,11.5,0,4,1480.8199,53,1,0,1247,855,TRUE,1,0,1
400,400,1,10.5,0,2,2919.24,65,1,0,400,400,TRUE,1,0,1
NA,NA,1,18,0,4,7304.46,38,0,0,0,0,FALSE,1,0,1
1800,1300,1,15,1,2,7720.2402,63,1,0,1800,1300,TRUE,1,0,1
1300,560,1,11.5,0,3,8187.3101,63,1,0,1300,560,TRUE,1,0,1
3700,3101,0,11.5,1,3,14262.79,35,1,0,3700,3101,TRUE,1,0,1
3500,2500,0,11.5,0,4,274.73001,42,1,0,3500,2500,TRUE,1,0,1
1600,1200,1,11.5,0,4,556.48999,42,1,0,1600,1200,TRUE,1,0,1
2289,1547,0,12,1,3,4238.1099,55,1,0,2289,1547,TRUE,1,0,1
4800,3200,0,10.5,0,3,245.89,55,1,0,4800,3200,TRUE,1,0,1
NA,NA,1,10.5,0,2,7164.04,64,0,0,0,0,FALSE,1,0,1
418,392,1,10.5,0,4,4466.7402,45,1,0,418,392,TRUE,1,0,1
NA,NA,0,10.5,0,2,9047.8096,59,0,0,0,0,FALSE,1,0,1
3700,2700,1,12,0,2,546.09998,51,1,0,3700,2700,TRUE,1,0,1
1701,1050,1,11.5,0,2,3279.1699,57,1,0,1701,1050,TRUE,1,0,1
2000,1500,0,10.5,0,2,2063.3201,55,1,0,2000,1500,TRUE,1,0,1
4400,2660,0,18,1,3,2931.0701,50,1,0,4400,2660,TRUE,1,0,1
2400,1864,1,18,1,3,7289.2998,51,1,0,2400,1864,TRUE,1,0,1
666,544,1,13,1,3,8490.8701,19,1,0,666,544,TRUE,1,0,1
NA,NA,1,11,1,1,1809.01,53,0,1,0,0,FALSE,1,0,1
3980,2400,1,18,0,2,3919.21,60,1,0,3980,2400,TRUE,1,0,1
250,250,1,13,1,1,10299.9,28,1,0,250,250,TRUE,1,0,1
2781,1843,0,14.5,0,2,2614.8101,51,1,0,2781,1843,TRUE,1,0,1
1894,1200,1,15,0,3,464.41,54,1,0,1894,1200,TRUE,1,0,1
3717,2389,1,18,1,1,6675.2598,59,1,0,3717,2389,TRUE,1,0,1
600,600,0,14.5,1,3,904.13,29,1,0,600,600,TRUE,1,0,1
4947,3534,0,10.5,0,4,1934.21,50,1,0,4947,3534,TRUE,1,0,1
4022,3477,1,18,0,4,50.400002,56,1,0,4022,3477,TRUE,1,0,1
NA,NA,0,13,1,1,784.96997,22,0,0,0,0,FALSE,1,0,1
NA,NA,0,13,1,1,1016.6,19,0,0,0,0,FALSE,1,0,1
2700,1800,0,15,0,2,5361.0601,64,1,0,2700,1800,TRUE,1,0,1
NA,NA,1,11,0,2,1932.85,58,0,0,0,0,FALSE,1,0,1
1929,1543,0,15,1,1,7220.7002,28,1,0,1929,1543,TRUE,1,0,1
3100,1980,0,16,1,2,1261.33,50,1,0,3100,1980,TRUE,1,0,1
2013,1527,1,11.5,0,2,431.04001,54,1,0,2013,1527,TRUE,1,0,1
4200,2300,0,10.5,0,2,9833.4502,60,1,0,4200,2300,TRUE,1,0,1
3100,2100,0,11,0,2,2528.1299,58,1,0,3100,2100,TRUE,1,0,1
4320,2726,1,13,1,3,130.86,41,1,0,4320,2726,TRUE,1,0,1
3000,1700,1,13.5,0,4,4568.0698,55,1,0,3000,1700,TRUE,1,0,1
3685,2546,1,11,0,2,326.37,63,1,0,3685,2546,TRUE,1,0,1
1430,890,1,15,0,3,496.31,37,1,0,1430,890,TRUE,1,0,1
400,385,1,10.5,0,2,3105.7,56,1,0,400,385,TRUE,1,0,1
3200,2300,0,10.5,0,2,368.57001,62,1,0,3200,2300,TRUE,1,0,1
1720,890,1,11.5,0,2,325.09,61,1,0,1720,890,TRUE,1,0,1
4900,2500,1,18,0,2,501.26001,36,1,0,4900,2500,TRUE,1,0,1
3600,2100,0,18,1,2,600.44,32,1,0,3600,2100,TRUE,1,0,1
3800,2300,0,10.5,1,1,1533.95,64,1,0,3800,2300,TRUE,1,0,1
874,422,1,14,0,3,1445.33,57,1,0,874,422,TRUE,1,0,1
NA,NA,0,10.5,0,2,2258.05,64,0,0,0,0,FALSE,1,0,1
2176,1678,1,12,0,2,1991.66,62,1,0,2176,1678,TRUE,1,0,1
NA,NA,1,14.5,0,5,387.72,39,0,0,0,0,FALSE,1,0,1
2300,1600,1,11.5,1,2,10913.87,28,1,0,2300,1600,TRUE,1,0,1
4499,2500,0,11,0,2,1539.99,62,1,0,4499,2500,TRUE,1,0,1
NA,NA,1,10.5,0,3,5319.8398,59,0,0,0,0,FALSE,1,0,1
NA,NA,1,12,0,4,342.45999,61,0,0,0,0,FALSE,1,0,1
3600,2200,1,13,0,4,149.38,42,1,0,3600,2200,TRUE,1,0,1
2884,2134,0,13.5,1,4,596.59003,38,1,0,2884,2134,TRUE,1,0,1
1460,890,1,11.5,0,4,412.17001,48,1,0,1460,890,TRUE,1,0,1
4000,3700,0,12,0,4,501.67001,48,1,0,4000,3700,TRUE,1,0,1
3100,2000,1,10.5,1,1,1788.58,51,1,0,3100,2000,TRUE,1,0,1
1888,1250,1,11.5,1,2,1172.55,62,1,0,1888,1250,TRUE,1,0,1
NA,NA,1,11,0,3,58.84,64,0,0,0,0,FALSE,1,0,1
370,316,1,14.5,1,3,3471.4199,32,1,0,370,316,TRUE,1,0,1
2800,1200,1,15,0,4,339.32999,40,1,0,2800,1200,TRUE,1,0,1
4872,3445,1,18,1,1,3216.52,42,1,0,4872,3445,TRUE,1,0,1
4200,2400,1,15,1,1,2263.28,35,1,0,4200,2400,TRUE,1,0,1
1500,1000,1,18,0,4,1228.17,40,1,0,1500,1000,TRUE,1,0,1
1500,1000,1,10,0,4,3047.8601,56,1,0,1500,1000,TRUE,1,0,1
420,420,1,11.5,0,4,339.14999,58,1,0,420,420,TRUE,1,0,1
2050,1000,1,15,1,1,1772.09,59,1,0,2050,1000,TRUE,1,0,1
1000,600,0,13.5,0,2,151.5,58,1,0,1000,600,TRUE,1,0,1
NA,NA,1,12,0,2,1410.13,55,0,1,0,0,FALSE,1,0,1
4000,2900,1,11.5,0,2,123.87,57,1,0,4000,2900,TRUE,1,0,1
708,488,1,11.5,0,2,2461.1399,56,1,0,708,488,TRUE,1,0,1
3038,1975,1,18,1,2,2111.8501,31,1,0,3038,1975,TRUE,1,0,1
1800,1200,1,16,0,2,218.7,63,1,0,1800,1200,TRUE,1,0,1
4300,3000,1,12,0,5,23.860001,41,1,0,4300,3000,TRUE,1,0,1
3664,2185,1,16,1,1,746.89001,38,1,0,3664,2185,TRUE,1,0,1
3700,2450,1,13.5,1,1,3384.6299,55,1,0,3700,2450,TRUE,1,0,1
4500,3400,1,15,0,3,6758.3701,51,1,0,4500,3400,TRUE,1,0,1
4200,2300,1,11,0,2,775.84998,49,1,0,4200,2300,TRUE,1,0,1
NA,NA,1,12,1,1,5720.4399,61,0,0,0,0,FALSE,1,0,1
3500,2350,1,14,0,2,2754.8601,59,1,0,3500,2350,TRUE,1,0,1
3200,1800,1,10.5,0,2,1651.0601,56,1,0,3200,1800,TRUE,1,0,1
3169,2553,0,16,1,2,2282.4399,29,1,0,3169,2553,TRUE,1,0,1
3859,2304,0,12,0,2,2019.4399,56,1,0,3859,2304,TRUE,1,0,1
NA,NA,1,17,1,1,648.46997,63,0,1,0,0,FALSE,1,0,1
NA,NA,0,18,0,2,2290.3301,59,0,0,0,0,FALSE,1,0,1
NA,NA,0,10.5,1,2,812.83002,64,0,0,0,0,FALSE,1,0,1
NA,NA,1,10.5,0,2,5491.2002,55,0,0,0,0,FALSE,1,0,1
4800,2600,1,12,1,1,383.10999,55,1,0,4800,2600,TRUE,1,0,1
3350,2051,1,10.5,1,2,1215.6801,50,1,0,3350,2051,TRUE,1,0,1
4800,2700,1,18,0,2,3038.6899,54,1,0,4800,2700,TRUE,1,0,1
924,658,0,10.5,0,2,3644.1599,57,1,0,924,658,TRUE,1,0,1
NA,NA,1,10.5,0,2,2979.3999,58,0,1,0,0,FALSE,1,0,1
NA,NA,1,11,0,5,679.46997,47,0,0,0,0,FALSE,1,0,1
3150,2481,1,12,1,1,4268.9399,43,1,0,3150,2481,TRUE,1,0,1
1300,850,1,12,0,2,1101.9,65,1,0,1300,850,TRUE,1,0,1
450,450,1,14,0,4,4988.79,35,1,0,450,450,TRUE,1,0,1
1399,954,0,10.5,1,1,3641.8501,36,1,0,1399,954,TRUE,1,0,1
734,537,1,18,0,2,812.15002,59,1,0,734,537,TRUE,1,0,1
3000,2400,0,18,0,2,496.67999,59,1,0,3000,2400,TRUE,1,0,1
3900,2600,1,18,0,3,1383.34,59,1,0,3900,2600,TRUE,1,0,1
NA,NA,0,11,0,2,1078.78,65,0,0,0,0,FALSE,1,0,1
2514,1774,1,14,1,1,3424.8799,43,1,0,2514,1774,TRUE,1,0,1
372,161,1,11.5,0,2,1752.46,65,1,0,372,161,TRUE,1,0,1
1126,776,1,10.5,0,2,304.89001,56,1,0,1126,776,TRUE,1,0,1
3800,2400,1,12,0,3,113.65,37,1,0,3800,2400,TRUE,1,0,1
1500,1335,1,12,0,3,2025.0601,51,1,0,1500,1335,TRUE,1,0,1
4200,2700,0,11.5,1,4,221.53999,50,1,0,4200,2700,TRUE,1,0,1
2750,2100,0,10.5,0,4,755.89001,54,1,0,2750,2100,TRUE,1,0,1
4200,3000,0,11,0,4,637.39001,50,1,0,4200,3000,TRUE,1,0,1
NA,NA,1,11,0,3,3264.74,55,0,0,0,0,FALSE,1,0,1
4350,3200,0,12,1,3,2604.4199,36,1,0,4350,3200,TRUE,1,0,1
2500,900,1,10.5,0,4,26.65,49,1,0,2500,900,TRUE,1,0,1
4100,2700,0,11.5,0,4,5484.0801,54,1,0,4100,2700,TRUE,1,0,1
NA,NA,1,10.5,1,2,2974.95,45,0,1,0,0,FALSE,1,0,1
NA,NA,1,9,0,2,2053.3999,47,0,0,0,0,FALSE,1,0,1
2600,1900,0,10.5,0,2,1096.53,55,1,0,2600,1900,TRUE,1,0,1
3400,2100,1,12,1,3,973.78998,39,1,0,3400,2100,TRUE,1,0,1
2400,2000,1,12,1,3,1719.99,49,1,0,2400,2000,TRUE,1,0,1
4100,3600,1,12,0,3,1001.4,61,1,0,4100,3600,TRUE,1,0,1
2300,1500,1,12,0,2,384.06,59,1,0,2300,1500,TRUE,1,0,1
750,528,1,11.5,0,4,4122.27,42,1,0,750,528,TRUE,1,0,1
979,670,1,11.5,0,4,1312.74,45,1,0,979,670,TRUE,1,0,1
4040,3340,0,11,0,4,1597.79,47,1,0,4040,3340,TRUE,1,0,1
650,520,1,11.5,0,4,708.31,48,1,0,650,520,TRUE,1,0,1
1380,1050,1,11,0,4,923.21002,54,1,0,1380,1050,TRUE,1,0,1
2700,1980,1,13.5,1,4,1338.0601,26,1,0,2700,1980,TRUE,1,0,1
3300,2000,0,11,1,1,1805.88,55,1,0,3300,2000,TRUE,1,0,1
4100,3200,0,10.5,1,2,529.01001,53,1,0,4100,3200,TRUE,1,0,1
3500,2500,0,10,1,2,9268.5703,62,1,0,3500,2500,TRUE,1,0,1
NA,NA,0,10.5,0,2,815.83002,65,0,0,0,0,FALSE,1,0,1
NA,NA,1,9,1,2,234.47,64,0,0,0,0,FALSE,1,0,1
2900,2300,0,11.5,1,2,415.57999,28,1,0,2900,2300,TRUE,1,0,1
2900,2300,0,10.5,0,3,1913.3,63,1,0,2900,2300,TRUE,1,0,1
1200,1000,1,10.5,0,3,1742.54,56,1,0,1200,1000,TRUE,1,0,1
3000,2200,1,12,1,3,2458.5901,38,1,0,3000,2200,TRUE,1,0,1
2800,2200,0,10.5,1,1,3724.76,34,1,0,2800,2200,TRUE,1,0,1
3500,2500,0,13.5,0,4,441.51999,52,1,0,3500,2500,TRUE,1,0,1
2700,1650,1,12,1,2,2359.6599,51,1,0,2700,1650,TRUE,1,0,1
2600,1900,1,10.5,1,3,1064.8101,43,1,0,2600,1900,TRUE,1,0,1
3000,2300,0,10.5,1,4,852.03003,52,1,0,3000,2300,TRUE,1,0,1
2900,2250,0,11.5,1,4,971,48,1,0,2900,2250,TRUE,1,0,1
3200,2700,0,11.5,1,1,986.04999,47,1,0,3200,2700,TRUE,1,0,1
3100,2400,1,12,1,3,937.53003,48,1,0,3100,2400,TRUE,1,0,1
4650,4000,0,18,1,3,2841.99,42,1,0,4650,4000,TRUE,1,0,1
3500,2800,0,9,0,2,1570.46,61,1,0,3500,2800,TRUE,1,0,1
NA,NA,1,11.5,0,2,1385.1899,63,0,0,0,0,FALSE,1,0,1
2917,1917,0,12,1,2,904.97998,56,1,0,2917,1917,TRUE,1,0,1
2000,1200,0,13,1,1,432.89999,29,1,0,2000,1200,TRUE,1,0,1
2600,1600,1,12,1,2,812.28003,53,1,0,2600,1600,TRUE,1,0,1
1300,800,1,10.5,0,5,234.08,47,1,0,1300,800,TRUE,1,0,1
NA,NA,0,9,1,2,3918.53,55,0,0,0,0,FALSE,1,0,1
4700,2800,0,10.5,1,1,4268.1201,52,1,0,4700,2800,TRUE,1,0,1
1900,1300,0,14,1,4,916.75,31,1,0,1900,1300,TRUE,1,0,1
4400,2700,1,14,0,2,8974.7598,61,1,0,4400,2700,TRUE,1,0,1
4400,2400,1,11.5,1,1,545.46997,29,1,0,4400,2400,TRUE,1,0,1
1000,600,1,11,1,3,1398.34,45,1,0,1000,600,TRUE,1,0,1
NA,NA,1,10.5,0,4,4769.2202,43,0,0,0,0,FALSE,1,0,1
1500,913,1,11.5,0,4,595.78998,53,1,0,1500,913,TRUE,1,0,1
3900,3013,0,15,1,1,2573.28,64,1,0,3900,3013,TRUE,1,0,1
850,635,1,11.5,1,1,7602.3999,52,1,0,850,635,TRUE,1,0,1
1950,1100,1,12,0,4,9024.3398,40,1,0,1950,1100,TRUE,1,0,1
NA,NA,1,12,0,8,112.41,45,0,0,0,0,FALSE,1,0,1
2247,1517,1,11.5,1,3,648.73999,41,1,0,2247,1517,TRUE,1,0,1
1550,800,1,11,1,2,1125.92,55,1,0,1550,800,TRUE,1,0,1
350,350,1,10.5,1,1,75.68,64,1,0,350,350,TRUE,1,0,1
850,657,0,9,1,1,599.27002,22,1,0,850,657,TRUE,1,0,1
2000,1000,0,13,1,1,300.73999,62,1,0,2000,1000,TRUE,1,0,1
3271,2385,0,16,1,4,374.94,48,1,0,3271,2385,TRUE,1,0,1
NA,NA,1,13,1,1,925.41998,31,0,0,0,0,FALSE,1,0,1
NA,NA,1,10.5,0,2,1044.35,65,0,0,0,0,FALSE,1,0,1
4500,3000,0,11,0,4,785.12,51,1,0,4500,3000,TRUE,1,0,1
2000,1400,1,12,0,4,1708.61,53,1,0,2000,1400,TRUE,1,0,1
NA,NA,0,10.5,1,1,2730.1899,63,0,0,0,0,FALSE,1,0,1
4800,3250,0,12,0,3,1386.76,56,1,0,4800,3250,TRUE,1,0,1
3066,1590,1,11.5,0,3,1133.79,60,1,0,3066,1590,TRUE,1,0,1
2900,2000,0,11.5,1,3,1946.1899,26,1,0,2900,2000,TRUE,1,0,1
2150,1500,1,10.5,1,2,1790.6801,23,1,0,2150,1500,TRUE,1,0,1
933,700,1,11,1,2,339.94,48,1,0,933,700,TRUE,1,0,1
4000,3300,0,14.5,1,1,79.75,49,1,0,4000,3300,TRUE,1,0,1
796,554,1,10.5,0,3,544.65997,46,1,0,796,554,TRUE,1,0,1
4426,3776,0,18,0,3,1542.72,47,1,0,4426,3776,TRUE,1,0,1
3263,2292,1,15,0,3,1180.9399,50,1,0,3263,2292,TRUE,1,0,1
2437,1540,1,12,1,2,3425.3201,50,1,0,2437,1540,TRUE,1,0,1
980,640,1,10.5,0,4,4608.8101,56,1,0,980,640,TRUE,1,0,1
2600,1600,1,10.5,1,1,6873.7798,59,1,0,2600,1600,TRUE,1,0,1
850,610,1,10.5,0,4,4644.25,41,1,0,850,610,TRUE,1,0,1
3500,2500,0,9,0,3,10851.57,35,1,0,3500,2500,TRUE,1,0,1
NA,NA,1,15,0,2,669.75,65,0,0,0,0,FALSE,1,0,1
2300,1600,0,10.5,0,5,98.440002,51,1,0,2300,1600,TRUE,1,0,1
210,210,1,11.5,0,5,92.169998,49,1,0,210,210,TRUE,1,0,1
2350,1600,1,11.5,1,5,108.87,20,1,0,2350,1600,TRUE,1,0,1
228,198,1,10,1,5,100.03,18,1,0,228,198,TRUE,1,0,1
1280,778,1,9,0,3,8378.5898,65,1,0,1280,778,TRUE,1,0,1
420,420,1,10.5,0,3,2255.5801,59,1,0,420,420,TRUE,1,0,1
3500,2400,0,9,0,3,2476.6101,62,1,0,3500,2400,TRUE,1,0,1
2200,1620,0,13,0,4,321.48001,55,1,0,2200,1620,TRUE,1,0,1
2500,1900,0,9,0,2,10521.35,58,1,0,2500,1900,TRUE,1,0,1
4300,2650,0,11,0,3,333.54999,53,1,0,4300,2650,TRUE,1,0,1
3250,2360,0,10.5,0,4,2584.45,48,1,0,3250,2360,TRUE,1,0,1
